132
0	6233	6233	6233	6233	6233	6233	6233	6233	6	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233
17	0	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233
6233	23	0	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233
6233	6233	6233	0	17	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	5
6233	6233	6233	18	0	23	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	15	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233
6233	6233	6233	6233	19	0	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	5	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233
6233	6233	6233	6233	6233	6233	0	19	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233
6233	6233	6233	6233	6233	6233	6233	0	24	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	17	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	8	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233
6233	6233	6233	6233	6233	6233	6233	6233	0	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	16	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233
6233	6233	6233	6233	6233	6233	6233	6233	6233	0	3	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233	6233
